name,place_id,location,neighborhood,lat,lng,website,google_maps_url,rating,rating_count,categories_google,categories_verified,categories_source,verification_status,verification_confidence,types
TipwaTipwa,ChIJEwZTtRgZLxgRRi2rZrAyKq4,"Lavington Mall Nairobi KE, Nairobi, Kenya",Lavington,-1.2799796,36.7708024,https://www.tipwatipwa.com/,https://maps.google.com/?cid=12549899044839435590,5,(3),outdoors,outdoors,website_extracted,approved,0.875,establishment; point_of_interest
MoW Sports Club,ChIJRfpQ-rERLxgR3mxFaWAV-YA,"Muhoho Avenue, Adjacent to CID Training School Pavilion, Nairobi, Kenya",,-1.3187302,36.8308888,http://www.mowsportsclub.go.ke/homepage,https://maps.google.com/?cid=9293482809882930398,4,(856),outdoors; prenatal-postnatal; running; stretching,outdoors; prenatal-postnatal; running; stretching,fallback_original,approved,0.75,establishment; point_of_interest
DENNISON FITNESS,ChIJc0DHoEsRLxgRi5A5Rp49ET8,"vision vision court, Nairobi, Kenya",,-1.2725376,36.9551936,http://dennisonfitness.com/,https://maps.google.com/?cid=4544481248985845899,4.8,(19),personal-training,personal-training,website_extracted,approved,0.75,establishment; gym; health; point_of_interest
Doula Lily,ChIJj5cY9asRLxgRBouwOAC0HIg,"Nairobi, Kenya",,-1.2842145,36.8163241,https://necylily.wixsite.com/doulalily,https://maps.google.com/?cid=9807912001550191366,,,prenatal-postnatal,prenatal-postnatal,fallback_original,approved,0.75,establishment; health; point_of_interest
Briden Med Ltd,ChIJmYGmgNURLxgRNV5tgJOK7f8,"22, Nairobi, Kenya",,-1.2859092,36.8214194,http://www.bridenmed.com/,https://maps.google.com/?cid=18441548415271525941,5,(13),prenatal-postnatal,prenatal-postnatal,fallback_original,approved,0.75,establishment; health; point_of_interest; store
Lotus Fertility Agencies,ChIJU4KucIQRLxgR-Cn3WTWY-CU,"KMA Center, 7th Floor, Suite 22, Nairobi, Kenya",,-1.2986041,36.81135829999999,http://www.lotusfertility.africa/,https://maps.google.com/?cid=2736104128537635320,4.5,(13),prenatal-postnatal,prenatal-postnatal,fallback_original,approved,0.75,establishment; health; point_of_interest
Marie Stopes-Head Office,ChIJqb7r4Z4QLxgRJz7isoyROhk,"Kindaruma Road, opp kindaruma courts, Nairobi, Kenya",,-1.2981586,36.7857521,http://www.mariestopes.or.ke/,https://maps.google.com/?cid=1817925433080036903,3.5,(8),prenatal-postnatal,prenatal-postnatal,fallback_original,approved,0.75,establishment; health; point_of_interest
Cooking gas free delivery,ChIJyzAsbkISLxgRilBAFwJRryw,"Kilimani, Nairobi, Kenya",Kilimani,-1.2921635,36.7870989,https://cookinggasfreedelivery.com/,https://maps.google.com/?cid=3219881328015069322,4.7,(143),prenatal-postnatal,prenatal-postnatal,fallback_original,approved,0.75,establishment; point_of_interest; store
Avenue Healthcare Embakasi,ChIJaYNJcmsSLxgRvbwxdc7jsdA,"next to chicken inn, Airport N Rd, Nairobi, Kenya",,-1.3281867,36.8916818,http://www.avenuehealthcare.com/,https://maps.google.com/?cid=15038051106635758781,3.9,(22),prenatal-postnatal,prenatal-postnatal,fallback_original,approved,0.75,establishment; health; point_of_interest
Pawa254,ChIJPy0vGM8QLxgRthm50kdZqWI,"Kilimani Tetu Apartments Ralph Bunche Rd, Milimani Ln, Nairobi, Kenya",Kilimani,-1.2879514,36.8056483,http://pawa254.org/,https://maps.google.com/?cid=7109311651793934774,4.4,(759),yoga,yoga,fallback_original,approved,0.75,establishment; point_of_interest
Harriet’s Botanicals,ChIJ_8OP39UQLxgRZJG4OOSrr3c,"1st floor shop I09, IBEA building, 23 Moi Ave, Nairobi, Kenya",,-1.2825491,36.8228021,http://harrietsbotanicals.co.ke/,https://maps.google.com/?cid=8624300808130302308,3.4,(69),prenatal-postnatal,prenatal-postnatal,fallback_original,approved,0.75,establishment; health; point_of_interest; store
PHYSIO PRODUCTS KENYA,ChIJP-dwo9kRLxgRBghOhhVCWfs,"Nairobi, Kenya",,-1.2920659,36.8219462,http://www.physioproductskenya.com/,https://maps.google.com/?cid=18111580036662167558,4.8,(68),prenatal-postnatal,prenatal-postnatal,fallback_original,approved,0.875,establishment; health; point_of_interest
Baby and mom world,ChIJiRv1-dIRLxgRiBxrmzCOEkc,"16395, Nairobi, Kenya",,-1.2920659,36.8219462,https://www.creativemomsweb.com/,https://maps.google.com/?cid=5121312065690737800,,,prenatal-postnatal,prenatal-postnatal,fallback_original,approved,0.75,clothing_store; establishment; point_of_interest; store
Healthy U Hilton - CBD,ChIJzcm9ef8RLxgRgxOgZMFkstM,"City Hall Way Nairobi KE, Nairobi, Kenya",,-1.2856075,36.8246117,https://www.healthyu.co.ke/,https://maps.google.com/?cid=15254365669636969347,4.1,(31),prenatal-postnatal,prenatal-postnatal,fallback_original,approved,0.75,establishment; food; health; point_of_interest; store
Baby College Nairobi,ChIJARuzmzQXLxgRfdFciwLggKk,"254 Racquet Club, Loresho Ridge, Nairobi, Kenya",Loresho,-1.2523094,36.751983,https://babycollege.co.ke/,https://maps.google.com/?cid=12214008490961457533,5,(6),prenatal-postnatal,prenatal-postnatal,fallback_original,approved,0.75,establishment; point_of_interest
Zawadi Baby Shop,ChIJocIfJz4RLxgRtEpZ3d6Lkko,"Shop F12, IBEA Building, Moi Ave, Nairobi, Kenya",,-1.2824887,36.8229491,http://zawadibabyshop.co.ke/,https://maps.google.com/?cid=5373511094719040180,4.5,(43),prenatal-postnatal,prenatal-postnatal,fallback_original,approved,0.75,clothing_store; establishment; furniture_store; home_goods_store; point_of_interest; store
Pumwani Maternity College Of Nursing And Midwifery,ChIJF5YbeeYRLxgR0NjqAoXdJbk,"General Waruingi Rd, Nairobi, Kenya",,-1.2800786,36.8441942,https://pumwanicollege.ac.ke/,https://maps.google.com/?cid=13341313034504296656,4,(3),prenatal-postnatal,prenatal-postnatal,fallback_original,approved,0.75,establishment; health; point_of_interest
Best CNA / Caregiver Training School in Kenya Health Care Assistant Training,ChIJmRmtuG8RLxgRB30rct2SOHc,"Ronald Ngala St, Nairobi, Kenya",,-1.2854274,36.8300733,http://www.gocareinstitute.ac.ke/,https://maps.google.com/?cid=8590777769010101511,3.7,(6),prenatal-postnatal,prenatal-postnatal,fallback_original,approved,0.75,establishment; health; point_of_interest; university
"Sabai Wellness Spa, Nairobi",ChIJozVLeBMXLxgRvLcwF0f9sjk,"Rainbow Tower, 4th Floor Muthithi Rd, Nairobi, Kenya",,-1.2662144,36.8071071,https://sabaiwellnessspa.com/,https://maps.google.com/?cid=4157663887789963196,4.9,(49),prenatal-postnatal,prenatal-postnatal,fallback_original,approved,0.75,establishment; point_of_interest; spa
Ministry Of Health -Kenya Medical Laboratory Technicians & Technologists Board,ChIJV_Ve3WYRLxgRefAkqfTOVmA,"ACK Garden House, 1St Ngong Ave, Nairobi, Kenya",Ngong,-1.292036,36.811449,http://kmlttb.org/,https://maps.google.com/?cid=6941963425843310713,3.3,(35),prenatal-postnatal,prenatal-postnatal,fallback_original,approved,0.75,establishment; health; point_of_interest
RUNNERSPOINT,ChIJV9Fi7WgbLxgRsA9bacl-KJA,"The Waterfront Karen, Ground Floor Karen Rd, Nairobi, Kenya",Karen,-1.3297232,36.7156957,http://www.runnerspoint.co.ke/,https://maps.google.com/?cid=10387691944051150768,5,(59),running,running,website_extracted,approved,0.875,establishment; point_of_interest; store
RUN'IX ATHLETIC CENTER,ChIJR1019PsXgRcRe1kAZc4L3ik,"Unnamed Road, Iten, Kenya",,0.6603378,35.4911213,https://runix-kenya.com/,https://maps.google.com/?cid=3016861781470501243,5,(450),running,running,website_extracted,approved,0.75,establishment; lodging; point_of_interest
Nakipo Studios,ChIJVTOW39UQLxgRH3TqRItK780,"Biashara Plaza, 6th Floor Moi Ave, Nairobi, Kenya",,-1.2816724,36.8212288,http://nakipo.studio/,https://maps.google.com/?cid=14839161259226199071,4.8,(62),running,running,fallback_original,approved,0.75,establishment; point_of_interest; store
Studio Azali,ChIJVdSr9ckTLxgRJ4K5Q84qRYg,"Jabali Avenue, Nairobi, Kenya",,-1.3079903,36.9090534,https://fedharentals.co.ke/studio-azali-expert-photography-services-nyayo-estate-nairobi/,https://maps.google.com/?cid=9819301627939095079,4.9,(113),running,running,fallback_original,approved,0.75,establishment; point_of_interest
Amp Studios,ChIJ2bJ2hhEXLxgRkGoY51t9wcg,"Unit 18 M1, The Mirage, Chiromo Rd, Nairobi, Kenya",,-1.2693573,36.8073287,http://www.ampafrica.com/,https://maps.google.com/?cid=14465981311763376784,5,(35),running,running,fallback_original,approved,0.75,establishment; point_of_interest; store
Studio Mona,ChIJZdMaGr4QLxgRMdv-5PpQAQY,"Argwings Kodhek Rd, Nairobi, Kenya",,-1.2951735,36.7990784,http://www.studiomonakenya.com/,https://maps.google.com/?cid=432716077718231857,4.4,(368),running,running,fallback_original,approved,0.75,establishment; point_of_interest
Kenyan Athletics Training Academy,ChIJA1Wb50pPLxgRaxqxhXmsKGk,"Komu, Kenya",,-1.0684292,37.064693,http://www.kenyanathleticstrainingacademy.com/,https://maps.google.com/?cid=7577496010984856171,4.1,(27),running,running,website_extracted,approved,0.875,establishment; point_of_interest
Impala Club,ChIJzUjTXm4aLxgRz0mRChyuxFU,"Impala Club Grounds Impala Club Nairobi KE, Nairobi, Kenya",,-1.3007326,36.7680606,https://impalaclub.co.ke/,https://maps.google.com/?cid=6180256024118774223,4.2,(2589),running,running,fallback_original,approved,0.75,establishment; point_of_interest
Public Service Club,ChIJX-4jtu4QLxgRKIoiAub0j_Q,"Mara Rd, North, Kenya",,-1.2993776,36.8101963,http://www.psc-kenya.com/,https://maps.google.com/?cid=17622573135639513640,4.1,(1587),running,running,fallback_original,approved,0.75,establishment; point_of_interest
The Abram Body Sculpting and Laser Center.,ChIJ46B0IgARLxgRFJ5zB2o-sUo,"Kileleshwa Medical Plaza, Nairobi, Kenya",Kileleshwa,-1.2785589,36.7906898,http://theabram.co.ke/,https://maps.google.com/?cid=5382151654796926484,5,(53),strength-training,strength-training,fallback_original,approved,0.75,establishment; health; point_of_interest
KISAC SCULPTURE PARK,ChIJaep-ogEFLxgRdNB07AKB0dA,"Gogo Falls Rd, Nairobi, Kenya",,-1.3743275,36.7441914,https://www.kisacsculpturecenter.com/,https://maps.google.com/?cid=15046949679578534004,4.8,(17),strength-training,strength-training,fallback_original,approved,0.75,establishment; point_of_interest
Urban Glam House Kenya™(Best Nail salon and Beauty Salon in Nairobi CBD),ChIJWWToWaQRLxgRRzhvMmm3bWc,"Urban Glam House Kenya™(Best Nail salon and Beauty Salon in, Nairobi, Kenya",,-1.2854428,36.8205632,https://urbanglamhousekenya.com/,https://maps.google.com/?cid=7452814620813637703,4.9,(493),strength-training,strength-training,website_extracted,approved,0.75,beauty_salon; establishment; hair_care; point_of_interest; store
Khaira Ummah Nairobi - Fitness equipments | Home Commercial Gym | Dumbbell | Treadmill | Spin bikes | Olympic plates,ChIJ4zu84tUXLxgRR-TcvXuJBlw,"White gate no.10 on Wangapala road, Next to Kalam house, opposite indian high commission residence,Parklands, Nairobi, Kenya",Parklands,-1.2550486,36.8183726,http://www.khairaummah.co.ke/,https://maps.google.com/?cid=6631138665908986951,4.9,(68),strength-training,strength-training,website_extracted,approved,0.875,establishment; point_of_interest
Soapstone,ChIJpWmAS9YXLxgR44YK6eShpvw,"Sarit Centre, Karuna Rd, Nairobi, Kenya",,-1.2611605,36.80197769999999,http://soapstone.shop/,https://maps.google.com/?cid=18205416548226205411,5,(3),strength-training,strength-training,fallback_original,approved,0.75,art_gallery; establishment; point_of_interest; store
"Soreti Wellness And Spa (Nairobi, Kenya)",ChIJz3WqoEYXLxgR6HilyqHMfWc,"Off United Nations Cres, Nairobi, Kenya",,-1.2324463,36.80381,https://ke.soretispa.com/,https://maps.google.com/?cid=7457341553257052392,4.5,(51),strength-training,strength-training,fallback_original,approved,0.75,beauty_salon; establishment; hair_care; health; point_of_interest; spa
Nairobi Art Centre,ChIJj2muvvcZLxgRYpELgwh4pzY,"Sri Aurobindo Ave, Nairobi, Kenya",,-1.2680112,36.7776634,http://www.nairobiartcentre.org/,https://maps.google.com/?cid=3938248377112432994,4.7,(47),strength-training,strength-training,fallback_original,approved,0.75,establishment; point_of_interest
Sayari Crafters,ChIJ12Yp_NwRLxgR4HvSLSKMyUg,"Gaborone Rd, Nairobi, Kenya",,-1.2841169,36.8269968,http://www.sayaricrafts.co.ke/,https://maps.google.com/?cid=5244877319475198944,4.7,(72),strength-training,strength-training,fallback_original,approved,0.75,establishment; point_of_interest; store
Oak Therapy Spa,ChIJu-Kt3UwQLxgR3w1ah3yLROY,"Five Star Rd off popo Rd Five Star Estate, Phase 1, Nairobi, Kenya",,-1.3209758,36.823965,http://www.oaktherapyspa.com/,https://maps.google.com/?cid=16592540294102781407,4.4,(149),strength-training,strength-training,fallback_original,approved,0.75,beauty_salon; establishment; hair_care; health; point_of_interest; spa
Mosh-nails,ChIJgZPsHzLXekQRtOdWYBQJ0fE,"428 Muindi Mbingu St, 680hotel, Kenya",,-1.2855361,36.8206643,https://moshnails.setmore.com/,https://maps.google.com/?cid=17424718416393463732,4.9,(216),strength-training,strength-training,fallback_original,approved,0.75,beauty_salon; establishment; point_of_interest
Enanka Art Gallery,ChIJz8RGvasXLxgR9wuqmZopijY,"Kipro Centre, Sports Rd, Nairobi, Kenya",,-1.2648366,36.8006953,https://enanka.co.ke/,https://maps.google.com/?cid=3929999368813939703,4.9,(194),strength-training,strength-training,fallback_original,approved,0.75,art_gallery; establishment; point_of_interest
Topserve Limited,ChIJQ6-KIyoRLxgRgnfjuQfiWpM,"Kenneth Matiba Rd, Nairobi, Kenya",,-1.2829701,36.82680939999999,http://www.topserveltd.co.ke/,https://maps.google.com/?cid=10618047594290706306,4.2,(330),strength-training,strength-training,fallback_original,approved,0.75,establishment; home_goods_store; point_of_interest; store
Melody House - Dj Academy | Music Production Courses Kenya | Production School | Sound Engineering | Music School Nairobi,ChIJJ7TxEPARLxgRO8bsECiqKK4,"2nd Flr, Rm s2, Information House, Hakati Rd, Nairobi, Kenya",,-1.2875152,36.8282215,https://musicschool.ke/,https://maps.google.com/?cid=12549467450727253563,4.9,(321),strength-training,strength-training,website_extracted,approved,0.75,establishment; point_of_interest; school; store
Nairobi Fitness,ChIJ4Taj9zgRLxgROKDmL0eGeb4,"Cianda House, Koinange St, Nairobi, Kenya",,-1.2833225,36.8182668,https://nairobifitness.co.ke/,https://maps.google.com/?cid=13725148979692740664,4.5,(2),stretching; strength-training,strength-training,website_extracted,approved,0.875,establishment; point_of_interest
You-Swim,ChIJ2UiZ4fxlmAYRuJcUv73z13Y,"Delta Corner, Nairobi, Kenya",,-1.2654508,36.8013441,https://youswim.co.ke/,https://maps.google.com/?cid=8563581212748453816,5,(11),stretching,stretching,fallback_original,approved,0.75,establishment; general_contractor; health; point_of_interest; school
ZION SCHOOL,ChIJ-Uh0zJhrLxgRbkfq_0dDJFM,"Nairobi, Kenya",,-1.2762679,36.9649053,https://www.facebook.com/thezionschool/,https://maps.google.com/?cid=5990987380824885102,,,martial-arts,martial-arts,fallback_original,approved,0.75,establishment; point_of_interest; primary_school; school
Jump Xtreme Nairobi,ChIJf2FLyLYXLxgRBVGPy8db1xs,"Sarit Centre Mall 2nd Floor Rooftop Garden, Sarit Pio Gama Pinto Road, Karuna Rd, Nairobi, Kenya",,-1.2611605,36.80197769999999,https://jumpx.ke/,https://maps.google.com/?cid=2006173072688632069,4.5,(151),trampoline,trampoline,fallback_original,approved,0.75,establishment; point_of_interest; shopping_mall
The Hub Park,ChIJ3aHGyGUtIAIRxXPv-GLOMSU,"The hub, Dagoretti Rd, Nairobi, Kenya",Dagoretti,-1.3198739,36.7040752,http://thehubpark.com/,https://maps.google.com/?cid=2680150177740714949,4.8,(928),trampoline,trampoline,website_extracted,approved,0.875,establishment; point_of_interest; tourist_attraction
"Kids Parties & Event Rentals, Bouncing castles, Bouncy house, Trampolines and theme party for hire",ChIJcc65wwoZLxgRfcOojKO76kQ,"Mt view Along, Waiyaki Wy, Nairobi, Kenya",,-1.2655593,36.7430396,https://www.eventsandpartyrentals.co.ke/,https://maps.google.com/?cid=4965987850243326845,4.8,(514),trampoline,trampoline,website_extracted,approved,0.75,establishment; point_of_interest; store
Village Market,ChIJ62AMLMAXLxgRbPtWbAUV6as,"Village Market, Limuru Rd, Nairobi, Kenya",,-1.228842,36.805044,http://www.villagemarket-kenya.com/,https://maps.google.com/?cid=12387455363095919468,4.6,(9514),trampoline,trampoline,website_extracted,approved,0.75,art_gallery; clothing_store; establishment; food; point_of_interest; shopping_mall; store
Under The Sea,ChIJac1toRIXLxgRaHoPq4o-3R0,"Limuru Rd, Nairobi, Kenya",,-1.2305786,36.8042971,http://www.villagemarket-kenya.com/,https://maps.google.com/?cid=2151944962249292392,4.1,(167),trampoline,trampoline,website_extracted,approved,0.75,establishment; point_of_interest
"Joy Bouncing Castles for Hire-Birthday Parties,Sliding Castles,Trampoline for Hire",ChIJeYLqjwQTLxgRMuQJlSkRAfY,"The point Mall Rabai Road, Off Jogoo Rd, Nairobi, Kenya",,-1.2942553,36.8759196,https://joybouncingcastles.co.ke/,https://maps.google.com/?cid=17726468478598767666,4.9,(1689),trampoline,trampoline,website_extracted,approved,0.75,establishment; point_of_interest
Frugal Trampoline Service Center,ChIJt0KYl1QbLxgRT-7-Zi3ML2U,"Golden Moon Star Building, Ground Floor Junction of Kilimani rd, & Ndemi Rd, Nairobi, Kenya",Kilimani,-1.299035,36.7768356,https://www.frugalinnovations.co.ke/,https://maps.google.com/?cid=7291270817109700175,,,trampoline,trampoline,website_extracted,approved,0.875,establishment; point_of_interest
BRIDAH FUN WORLD [bouncing castle rental],ChIJB74SpV8TLxgRcc50X02vees,"Moi Drive, Nairobi, Kenya",,-1.282561,36.8962484,https://bridahfunworld.co.ke/,https://maps.google.com/?cid=16967785817943887473,5,(54),trampoline,trampoline,fallback_original,approved,0.75,establishment; point_of_interest
BleRose Adventures - Kids Funday Events,ChIJi_-MW-89LxgRpRaCV1wHO-Y,"Kangundo Rd, Nairobi, Kenya",,-1.2587106,36.9225505,https://blerose.co.ke/,https://maps.google.com/?cid=16589861745535882917,5,(17),trampoline,trampoline,fallback_original,approved,0.75,establishment; point_of_interest
"Amazing Kids Party Planners , Tents and Chairs For Hire",ChIJ00k0zNMZLxgRzrUq-5j1V84,"Marcus Garvey court, Nairobi, Kenya",,-1.262398,36.7111884,http://www.kidsevents.co.ke/,https://maps.google.com/?cid=14868622732184696270,5,(70),trampoline,trampoline,website_extracted,approved,0.75,establishment; home_goods_store; point_of_interest; store
Digital Fitness Hub,ChIJO_0IlQoRLxgR2LbqN371fYY,"Jamia Tower, Nairobi, Kenya",,-1.2802892,36.8211162,https://digitalfitness.co.ke/,https://maps.google.com/?cid=9691171895623988952,4.5,(8),strength-training,strength-training,website_extracted,approved,0.875,establishment; point_of_interest; store
Yoga for Wellness Africa,ChIJKXPISw4YLxgRhx5ene61WR4,"Hob House, Kinanda Rd, Nairobi, Kenya",,-1.2250491,36.7682259,http://yogaforwellnessafrica.com/,https://maps.google.com/?cid=2186979130512121479,,,yoga,yoga,website_extracted,approved,0.875,establishment; gym; health; point_of_interest
GMCKS Pranic Healing Foundation of East Africa,ChIJhahosdMXLxgRoD2AyLEeL88,"Unit 12B, TRV Centre, 209 3rd Parklands Ave, Nairobi, Kenya",Parklands,-1.2574867,36.81173649999999,http://www.pranichealingeastafrica.com/,https://maps.google.com/?cid=14929185038678375840,5,(5),yoga,yoga,website_extracted,approved,0.875,establishment; health; point_of_interest
Natty Gym Kahawa,ChIJZ9o28jE_LxgRrTjy5m7Qshw,"Kahawa Sukari Ave, Nairobi, Kenya",Kahawa,-1.1900916,36.9327402,https://nattygyms.com/,https://maps.google.com/?cid=2067944353656092845,4.7,(38),dance,dance,website_extracted,approved,0.875,establishment; gym; health; point_of_interest
Birds of Paradise Aerial Arts Studio,ChIJjZHmPecXLxgR7APoEyDpWvk,"James Gichuru Road, Nairobi, Kenya",,-1.2888296,36.7622585,https://www.kazentertainment.com/birdsofparadisepoledancestudio,https://maps.google.com/?cid=17967929987330212844,5,(4),aerial; dance,aerial,website_extracted,approved,1,establishment; point_of_interest
The Mansion Dance Studio,ChIJUbo6KUI_LxgRNu_nRZWF2dc,"St. Francis court, Kahawa Sukari, Baringo Rd, Nairobi, Kenya",Kahawa,-1.1912582,36.9316694,https://instagram.com/the_mansion?igshid=YmMyMTA2M2Y=,https://maps.google.com/?cid=15553609664270167862,4.7,(15),dance,dance,website_extracted,approved,1,establishment; point_of_interest
Fitpack Fitness Centre GYM,ChIJSxOGHgsZLxgRwr2ozV7hjs4,"FitPack fitness Center, Opposite Pamoja gardens, Ndongoro, Kenya",,-1.2338932,36.7138898,https://fitpackfitnesscentre.co.ke/,https://maps.google.com/?cid=14884081615799631298,4.8,(61),hiit-bootcamp; boxing; cycling; fitness; gym-time; martial-arts; outdoors; personal-training; strength-training; dance,fitness,website_extracted,approved,1,establishment; gym; health; point_of_interest
"WAZITO FITNESS GYM, NAIROBI",ChIJaX5HUlcVLxgR_qeDob1Lw-c,"QV6X+HJ2, Nairobi, Kenya",,-1.2379462,36.9032285,http://wazito-gym.netlify.app/,https://maps.google.com/?cid=16700275121050593278,4.3,(126),boxing; strength-training; fitness; martial-arts; personal-training; dance,fitness,website_extracted,approved,1,establishment; gym; health; point_of_interest
One Tribe Brazilian Jiu-Jitsu,ChIJF5C1ePYVLxgRH-kecp9zCAs,"QV4C+CGQ, Nairobi, Kenya",,-1.2439123,36.8713463,http://onetribebjj.vercel.app/,https://maps.google.com/?cid=795012462882515231,4.6,(39),boxing; martial-arts; mind-body,boxing; martial-arts; mind-body,fallback_original,approved,1,establishment; gym; health; point_of_interest
MyGym Fitness Ke,ChIJjbQeFEIZLxgR7l3ncLNCYdo,"Ride Along Complex, Getathuru Rd, Kenya",,-1.2270293,36.7298663,https://mygymfitness.co.ke/,https://maps.google.com/?cid=15735931911470013934,5,(23),strength-training,strength-training,fallback_original,approved,1,establishment; gym; health; point_of_interest
Gigiri Social,ChIJzWdk89UXLxgRr69RoRVbIKw,"Gigiri Rd, Nairobi, Kenya",Gigiri,-1.2308384,36.8055038,https://gigirisocialclub.com/,https://maps.google.com/?cid=12403013522237271983,4.7,(71),trampoline,trampoline,fallback_original,approved,1,establishment; point_of_interest
The Nexus Fitness Gym,ChIJWa-oRABBLxgRCdSHRfMEnz4,"Kamakis Corner Square - 5th Floor Right Wing. Kamakis Corner, next to Green Valley Estate, Kiambu, Kenya",,-1.1852091,36.9949275,https://www.thenexusfit.com/,https://maps.google.com/?cid=4512330794538619913,5,(5),strength-training,strength-training,fallback_original,approved,1,establishment; gym; health; point_of_interest
EDE Wellness Studio,ChIJVdUPVgARLxgRcS2ckn1MHrM,"PR27+78R, 5th Floor Hospital Rd, Nairobi, Kenya",,-1.2992832,36.8133309,http://edewellnessnairobi.com/,https://maps.google.com/?cid=12906837684304751985,4.9,(66),aerial; dance; gym-time; yoga; pilates; strength-training; stretching,strength-training; gym-time; yoga; pilates,website_extracted,approved,0.875,establishment; point_of_interest
